trackName,artistName,genre,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Haan Tu Hain,Pritam,filmi,10731,0.415,0.904,2,-3.586,0,0.104,0.718,0,0.0739,0.729,83.648,324880,4
Hale Dil,Harshit Saxena,filmi,4315354,0.494,0.899,11,-5.081,0,0.165,0.599,3.43e-05,0.111,0.559,79.895,346627,4
Har Ek Friend Kamina Hota Hai,Sonu Nigam,filmi,57295,0.562,0.896,7,-4.811,1,0.146,0.0982,0,0.148,0.753,130.158,235924,4
Hookah Bar,Himesh Reshammiya,filmi,775423,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,254351,4
Hum Jee Lenge,Mustafa Zahid,filmi,2077677,0.608,0.55,5,-7.86,0,0.031,0.708,0,0.0833,0.514,81.987,275920,4
Ishq Bina,Anuradha Sriram,filmi,258117,0.669,0.357,7,-16.269,1,0.0625,0.198,3.22e-06,0.0446,0.501,88.022,465133,4
Ishq Hua,Salim–Sulaiman,filmi,11178,0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,263027,4
Isq Risk,Sohail Sen,filmi,295079,0.846,0.634,10,-7.753,0,0.0432,0.122,0,0.146,0.944,104.964,295079,4
Issey Kehte Hain Hip Hop,Yo Yo Honey Singh,filmi,101525,0.911,0.608,4,-5.438,0,0.249,0.283,1.34e-06,0.113,0.652,100.013,194168,4
It's the Time to Disco,Shankar-Ehsaan-Loy,filmi,322925,0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,333093,4
Jaane Kyun,Vishal-Shekhar,filmi,277986,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,277987,4
Jaane Ye Kya Hua,KK,filmi,84575,0.604,0.347,7,-8.023,1,0.0245,0.737,2.14e-05,0.118,0.271,100.96,242463,4
Jab Mila Tu,Vishal-Shekhar,filmi,251853,0.626,0.561,9,-6.644,0,0.0304,0.0482,0,0.304,0.794,167.916,251853,4
Jab Se Tere Naina,Monty Sharma,filmi,284573,0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,284573,4
Jab Tak,Armaan Malik,filmi,8900,0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,174039,4
Jiyein Kyun,Pritam,filmi,104636,0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,264963,4
Kabhi Alvida Naa Kehna,Shankar-Ehsaan-Loy,filmi,483920,0.365,0.407,5,-10.352,1,0.0424,0.752,0.00129,0.212,0.464,149.161,483920,4
Kabhi Kabhi Aditi,Rashid Ali,filmi,2321,0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,218836,4
Kabira (Encore),Pritam,filmi,269850,0.611,0.612,2,-7.978,1,0.114,0.441,0,0.18,0.898,171.841,270439,4
Kahin To,Rashid Ali,filmi,90867,0.61,0.492,10,-7.55,1,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,303206,4
Kaise Mein Kahun Tujhse,KK,filmi,64604,0.613,0.108,9,-15.73,0,0.0289,0.573,0,0.0565,0.779,85.941,64773,4
Kal Ho Naa Ho,Shankar-Ehsaan-Loy,filmi,396492,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,321240,4
Kal Ki Hi Baat Hai,Pritam,filmi,239891,0.562,0.368,1,-9.198,1,0.027,0.973,0.000164,0.105,0.25,107.914,240534,4
Kan Kanna Salige,Sonu Nigam,filmi,1403,0.832,0.658,9,-6.333,0,0.0303,0.101,0.00121,0.284,0.666,120.044,272175,4
Kar Ja Re Ya Mar Ja Re,Sachin-Jigar,filmi,169979,0.478,0.767,6,-9.569,1,0.136,0.0158,1.96e-05,0.352,0.227,104.977,170347,4
Kaun Tujhe,Palak Muchhal,filmi,1992065,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,241449,4
Khoon Choos Le,Sachin-Jigar,filmi,58719,0.684,0.721,5,-7.116,1,0.0924,0.36,0,0.168,0.568,128.059,198760,4
Khuda Jaane,Vishal-Shekhar,filmi,723337,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,4
Khwab Dekhe Sexy Lady,Pritam,filmi,463824,0.818,0.829,8,-7.145,0,0.0978,0.303,8.53e-05,0.277,0.967,108.999,279357,4
Kisi Disco Mein Jaaye,Alka Yagnik,filmi,132121,0.622,0.939,7,-9.091,0,0.0587,0.602,0.0181,0.158,0.961,170.058,327000,4
Koi Tumsa Nahin,Sonu Nigam,filmi,1426638,0.663,0.762,5,-4.095,1,0.0326,0.17,1.06e-05,0.107,0.553,140.022,375347,4
Kun Faya Kun,A.R. Rahman,filmi,68960,0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,470500,4
Kya Karoon?,Shankar-Ehsaan-Loy,filmi,318980,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,236160,4
Kya Mujhe Pyar Hai,KK,filmi,534036,0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,266653,4
Labon Ko,Pritam,filmi,340834,0.63,0.837,9,-4.635,0,0.0387,0.329,0.00271,0.159,0.473,107.997,341028,4
Laung Da Lashkara,Mahalakshmi Iyer,filmi,64465,0.841,0.74,9,-8.432,1,0.13,0.05,2.22e-06,0.128,0.626,109.033,304467,4
Lover,Diljit Dosanjh,filmi,2860714,0.827,0.587,9,-5.531,0,0.113,0.203,0,0.0727,0.774,119.936,190000,4
Lungi Dance,Yo Yo Honey Singh,filmi,275207,0.684,0.958,1,-4.793,1,0.264,0.314,1.94e-06,0.618,0.817,163.95,275399,4
Maahi Ve,Shankar-Ehsaan-Loy,filmi,917251,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989,366853,4
Maana Ke Hum Yaar Nahin,Sachin-Jigar,filmi,11294,0.537,0.367,8,-9.362,1,0.0241,0.815,0,0.132,0.348,90.953,264614,4
Main Agar Kahoon,Sonu Nigam,filmi,2730408,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158,3
Main Hoon Na,Sonu Nigam,filmi,495370,0.48,0.681,5,-8.002,1,0.163,0.284,0,0.125,0.74,88.003,361067,4
Maine Dil Se Kaha,KK,filmi,3379203,0.6,0.5,0,-9.115,1,0.0252,0.384,3.81e-05,0.0907,0.258,110.006,312787,4
Make Some Noise For The Desi Boyz,Pritam,filmi,159464,0.692,0.954,2,-3.93,0,0.0915,0.0188,0,0.151,0.89,141.98,244068,4
Maleyali Jotheyali,Sonu Nigam,filmi,23693,0.688,0.616,1,-7.602,0,0.0274,0.38,1.18e-06,0.364,0.68,106.995,264098,4
Mast Magan,Arijit Singh,filmi,4988,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,280161,4
Mat Aazma Re,Pritam,filmi,251453,0.467,0.859,0,-2.946,0,0.0409,0.661,0,0.0522,0.673,89.842,251480,4
Maula Mere Maula,Roop Kumar Rathod,filmi,624513,0.548,0.737,0,-7.865,1,0.0386,0.458,0.00806,0.091,0.412,119.961,364330,4
Mere Dholna,Pritam,filmi,885637,0.68,0.973,8,-2.881,1,0.122,0.414,0,0.216,0.727,115.061,404432,4
Mere Dholna (Arijit Version),Pritam,filmi,386599,0.681,0.917,8,-5.295,1,0.0573,0.343,0,0.663,0.772,116.03,364286,4
Mere Yaaraa,Arijit Singh,filmi,214,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,285164,4
Meri Duniya Hai,Sonu Nigam,filmi,278106,0.634,0.54,0,-10.506,1,0.0297,0.491,5.53e-05,0.115,0.81,121.061,278107,4
Meri Maa,Pritam,filmi,317807,0.575,0.306,11,-10.536,1,0.0476,0.885,0,0.109,0.338,82.011,213833,4
Minchagi Neenu,Sonu Nigam,filmi,3243,0.676,0.624,1,-8.264,0,0.0575,0.387,4.84e-05,0.206,0.574,115.975,266954,4
Mitwa,Shankar-Ehsaan-Loy,filmi,382973,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,382973,4
Mo Bopalo,Sonu Nigam,filmi,3116,0.454,0.41,11,-14.576,1,0.0686,0.762,0,0.485,0.841,100.179,220868,3
Moh Moh Ke Dhaage (Male),Anu Malik,filmi,322899,0.634,0.344,2,-11.011,1,0.0288,0.741,6.09e-05,0.111,0.409,128,322900,4
Mujhe Raat Din Bas,Sonu Nigam,filmi,36337,0.614,0.469,5,-13.124,1,0.0338,0.4,3.93e-06,0.102,0.657,118.169,311333,4
Mungaru Maleye,Sonu Nigam,filmi,1351,0.537,0.507,7,-8.084,1,0.0342,0.61,0,0.289,0.316,130.16,289933,4
My Heart,KK,filmi,33668,0.842,0.93,9,-8.328,0,0.0949,0.209,1.42e-05,0.104,0.77,130,298393,4
Naam,Tulsi Kumar,filmi,256231,0.455,0.733,11,-5.64,1,0.0683,0.304,0,0.158,0.696,94.903,282528,4
Nandighosh,Sonu Nigam,filmi,72471,0.459,0.721,6,-3.589,1,0.044,0.626,0,0.108,0.798,176.055,277203,4
Naughty Naughty,Anushka Manchanda,filmi,6238,0.82,0.806,8,-5.722,0,0.0554,0.027,1.51e-05,0.429,0.595,119.995,221402,4
Nee Sanihake Bandre,Sonu Nigam,filmi,41560,0.688,0.616,1,-7.602,0,0.0274,0.38,1.18e-06,0.364,0.68,106.995,264098,4
Ninnidale,Sonu Nigam,filmi,826,0.746,0.56,3,-9.417,1,0.0451,0.176,2.55e-06,0.109,0.784,102.015,289358,4
O O Jaane Jaana,Kamaal Khan,filmi,291600,0.781,0.766,7,-8.728,1,0.0564,0.122,0.000104,0.121,0.798,106.193,345240,4
O Re Piya,Salim–Sulaiman,filmi,379768,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,379768,4
Offo,Aditi Singh Sharma,filmi,213771,0.799,0.609,3,-6.729,1,0.0448,0.0158,0,0.0642,0.758,130.031,213942,4
Pal,Arijit Singh,filmi,257265,0.411,0.729,9,-4.738,0,0.0983,0.132,0,0.177,0.498,96.053,270676,3
Pappu Can't Dance,Benny Dayal,filmi,118360,0.668,0.746,1,-7.592,1,0.0603,0.00335,0.00031,0.0773,0.485,119.696,264986,4
Param Sundari,A.R. Rahman,filmi,558523,0.815,0.761,4,-7.162,0,0.144,0.192,0,0.0272,0.82,121.999,200219,4
Paravashanadenu,Sonu Nigam,filmi,2628,0.635,0.299,1,-13.585,0,0.0384,0.72,5.69e-05,0.132,0.402,83.983,235833,4
Party All Night,Yo Yo Honey Singh,filmi,291248,0.854,0.738,6,-5.388,0,0.231,0.203,0,0.298,0.804,129.989,282793,4
Party On My Mind,KK,filmi,222072,0.715,0.864,11,-5.013,0,0.0751,0.0188,0,0.719,0.57,122.016,222133,4
Peaches (feat. Anne-Marie),Diljit Dosanjh,filmi,116024,0.633,0.567,4,-7.296,0,0.113,0.386,0,0.069,0.353,85.297,189882,4
Phir Milenge Chalte Chalte,Sonu Nigam,filmi,902491,0.778,0.737,0,-7.073,1,0.195,0.178,6.83e-06,0.0632,0.9,125.031,394162,4
Piya Aaye Na,Tulsi Kumar,filmi,286115,0.5,0.588,4,-7.66,0,0.0362,0.641,4.52e-05,0.327,0.35,81.973,286120,4
Psycho Re,Sachin-Jigar,filmi,0,0.671,0.67,9,-9.544,1,0.396,0.447,1.1e-05,0.0638,0.7,106.54,241053,3
Pungi,Pritam,filmi,495568,0.939,0.933,10,-2.688,1,0.0819,0.235,1.04e-06,0.0293,0.708,122.994,247827,4
Pyaar Ke Pal,KK,filmi,74945,0.599,0.135,4,-12.376,1,0.0308,0.845,2.43e-05,0.11,0.168,122.107,359373,3
Pyaar Ki Ek Kahani,Sonu Nigam,filmi,786439,0.698,0.844,6,-4.661,1,0.0645,0.308,5.38e-05,0.0707,0.82,79.973,388707,4
Raabta (Night In A Motel),Pritam,filmi,203940,0.706,0.37,4,-10.488,1,0.0282,0.709,0,0.148,0.385,110.973,207754,4
Rafta Rafta,KK,filmi,271863,0.766,0.663,2,-6.422,0,0.0304,0.265,0,0.132,0.643,114.968,271959,4
Rait Zara Si,A.R. Rahman,filmi,7302,0.563,0.495,2,-10.272,1,0.0362,0.781,0,0.0837,0.244,125.998,291462,4
Rehnuma,Shreya Ghoshal,filmi,261646,0.582,0.62,9,-9.689,0,0.0364,0.613,0.00141,0.106,0.549,89.992,261647,4
Romantic Mashup 2,Mithoon,filmi,34435,0.508,0.761,8,-5.118,0,0.0422,0.0933,2e-06,0.268,0.339,100.011,325172,4
Roopasi,Sonu Nigam,filmi,820,0.626,0.522,8,-8.369,1,0.0307,0.841,0.00129,0.358,0.377,110.986,256483,4
Rozana,Shreya Ghoshal,filmi,821018,0.434,0.378,8,-8.7,1,0.029,0.766,0.000136,0.115,0.291,92.982,274202,4
Saathiya,A.R. Rahman,filmi,11809,0.462,0.457,1,-15.251,0,0.106,0.186,0,0.334,0.535,175.94,357433,4
Sach Keh Raha Hai - LoFi Flip,KK,filmi,93243,0.65,0.479,2,-4.431,1,0.0281,0.622,0.00298,0.135,0.173,113.99,235005,4
Sadda Dil Vi Tu (Ga Ga Ga Ganpati),Sachin-Jigar,filmi,152705,0.682,0.704,0,-9.445,1,0.227,0.163,0,0.297,0.618,139.985,327040,4
Sajde,Pritam,filmi,257936,0.693,0.638,11,-6.715,1,0.0498,0.354,3.32e-06,0.0972,0.747,90.005,305583,4
Salaam-E-Ishq,Sonu Nigam,filmi,7746,0.765,0.796,8,-7.095,1,0.0537,0.0362,5.12e-05,0.249,0.76,103.033,424573,4
Saware,Pritam,filmi,188781,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,321613,4
Senorita,Farhan Akhtar,filmi,299647,0.701,0.681,9,-6.442,1,0.0466,0.134,0,0.064,0.81,122.539,229576,4
Shambhu Sutaya,Sachin-Jigar,filmi,57946,0.431,0.813,5,-6.939,0,0.233,0.2,0,0.115,0.269,95.026,283040,4
Sheila Ki Jawani,Sunidhi Chauhan,filmi,170382,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007,281707,4
Shirt Da Button,Sonu Nigam,filmi,2531,0.658,0.767,0,-5.477,1,0.151,0.451,0,0.551,0.762,89.985,408063,4
Shubhaarambh,Amit Trivedi,filmi,503163,0.484,0.545,10,-6.607,1,0.0485,0.2,0,0.188,0.575,114.989,232533,4
Shukran Allah,Salim–Sulaiman,filmi,291424,0.432,0.695,1,-8.022,1,0.111,0.732,0.0014,0.274,0.513,116.153,290053,3
Socha Hai,Farhan Akhtar,filmi,136870,0.593,0.773,2,-5.591,1,0.0339,0.722,0,0.117,0.561,133.975,246132,4
Soni De Nakhre,Wajid,filmi,3702524,0.829,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,261013,4
Soniye,KK,filmi,102303,0.615,0.76,2,-8.082,1,0.0761,0.0701,3.95e-05,0.12,0.743,171.951,296720,4
Sorry Sorry,Sachin-Jigar,filmi,197339,0.789,0.797,0,-8.557,1,0.0478,0.0561,0.0186,0.129,0.692,126.996,197427,4
Such Keh Raha Hai,KK,filmi,7046,0.797,0.306,11,-14.176,0,0.0487,0.337,0,0.169,0.519,124.003,328880,4
Sun Zara,Sonu Nigam,filmi,707,0.584,0.655,5,-10.764,1,0.0773,0.461,0,0.0595,0.816,74.435,366760,4
Suna Suna,Shreya Ghoshal,filmi,35641,0.331,0.424,2,-9.242,1,0.0459,0.481,2.68e-05,0.0893,0.146,80.602,444369,4
Sunn Raha Hai (Female),Shreya Ghoshal,filmi,314700,0.482,0.595,9,-5.336,0,0.0289,0.703,0.000203,0.136,0.482,82.066,314700,4
Tadap Tadap,KK,filmi,7595,0.468,0.462,2,-10.661,1,0.127,0.514,4.14e-06,0.162,0.161,160.307,397773,3
Tainu Leke,Sonu Nigam,filmi,57382,0.796,0.94,7,-6.858,1,0.0804,0.17,0.000168,0.249,0.699,117.008,273578,4
Tanhayee,Sonu Nigam,filmi,15784,0.638,0.413,8,-10.56,1,0.0602,0.104,0,0.107,0.145,96.986,369547,4
Tera Surroor (Remix By Dj Akbar Sami),Himesh Reshammiya,filmi,413620,0.609,0.953,11,-6.17,1,0.0344,0.000436,0.849,0.262,0.89,126.982,298120,4
Tere Dil Ka Rishta,Sonu Nigam,filmi,3079,0.554,0.509,10,-9.258,1,0.0356,0.259,3.2e-06,0.138,0.551,87.992,349547,4
Tere Naal,Tulsi Kumar,filmi,198344,0.315,0.491,11,-7,1,0.0311,0.748,0,0.128,0.245,109.966,198345,4
Teri Yaadon Mein,KK,filmi,723,0.576,0.735,11,-5.811,0,0.0352,0.0233,0.00118,0.188,0.301,105.058,287213,4
Thangaali,Sonu Nigam,filmi,1423,0.673,0.453,0,-6.273,1,0.0468,0.809,8.17e-06,0.112,0.703,161.918,277638,3
The Humma Song,A.R. Rahman,filmi,135331,0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,179658,5
To Aagare Kichhi Dhoopa,Sonu Nigam,filmi,5070,0.59,0.439,11,-11.853,0,0.0735,0.854,0,0.107,0.692,152.19,454200,4
Tu Hi Meri Shab Hai,KK,filmi,7556088,0.571,0.734,9,-6.059,0,0.0402,0.463,0.000691,0.128,0.552,118.881,389693,4
Tu Jo Mila,KK,filmi,12812,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,242864,4
Tu Tu Hai Wohi - The Unwind Mix,Jonita Gandhi,filmi,40360,0.609,0.278,11,-14.16,0,0.0358,0.82,0.000514,0.103,0.312,125.883,316013,4
Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod,filmi,350734,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,4
Tujhe Bhula Diya,Mohit Chauhan,filmi,1471345,0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,279429,4
Tujhe Sochta Hoon,Pritam,filmi,508530,0.579,0.712,0,-6.119,0,0.0308,0.259,0.000253,0.18,0.486,80.998,313933,4
Tujhko Jo Paaya,Pritam,filmi,402559,0.598,0.236,9,-9.733,1,0.0363,0.845,0,0.109,0.413,149.839,184827,4
Tum Ho,Mohit Chauhan,filmi,40760,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895,316500,4
Tum Ho Mera Pyar,KK,filmi,1224504,0.56,0.702,1,-9.343,0,0.0366,0.173,0,0.125,0.562,149.934,305500,4
Tum Mile,Pritam,filmi,740870,0.271,0.726,7,-6.504,1,0.0527,0.586,0,0.353,0.532,87.425,277500,4
Tum Tak,A.R. Rahman,filmi,304241,0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,304467,4
Tumhi Dekho Naa,Shankar-Ehsaan-Loy,filmi,349915,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453,4
Tumse Hi Tumse,Shekhar Ravjiani,filmi,21815,0.7,0.526,0,-6.246,1,0.0355,0.0981,0.471,0.102,0.774,92.015,261559,4
Tumse Milke Dil Ka,Sonu Nigam,filmi,1800471,0.853,0.745,9,-8.636,0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253,4
U.P Wala Thumka,Sonu Nigam,filmi,6668,0.798,0.931,8,-7.695,1,0.0745,0.57,0,0.576,0.89,120.178,295960,4
Ucha Lamba Kad,Anand Raj Anand,filmi,7782,0.716,0.832,10,-6.131,1,0.062,0.0189,1.17e-06,0.305,0.742,89.982,279373,4
Uff Teri Adaa,Shankar Mahadevan,filmi,714,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,304089,4
Vele,Vishal-Shekhar,filmi,230546,0.833,0.754,2,-7.555,1,0.0513,0.0166,0,0.246,0.65,108.001,230547,4
Where's the Party Tonight,Shankar-Ehsaan-Loy,filmi,22661,0.764,0.863,2,-5.414,0,0.0416,0.00269,0,0.27,0.92,132.021,378160,4
Woh Kisna Hai,Sukhwinder Singh,filmi,382259,0.649,0.525,10,-11.94,1,0.0665,0.245,1.2e-05,0.17,0.494,101.987,357187,4
Yaar Bina Chain Kanha Ray,Bappi Lahiri,filmi,273551,0.82,0.517,4,-10.995,1,0.0425,0.615,0.00081,0.494,0.961,131.212,273551,4
Yaaron,KK,filmi,100976,0.64,0.498,5,-8.241,1,0.0289,0.733,7.33e-06,0.136,0.207,113.895,268867,4
Yeh Jo Halka Halka Suroor Hai,Nusrat Fateh Ali Khan,filmi,484305,0.52,0.591,3,-13.536,1,0.06,0.397,0,0.632,0.831,136.768,1394312,4
...Baby One More Time,Britney Spears,dance pop,107407,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
All I Know So Far,P!nk,dance pop,2293791,0.578,0.639,4,-5.749,1,0.0374,0.0586,0,0.0944,0.296,108.045,277413,4
All The Things She Said,t.A.T.u.,dance pop,214341,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4
Anywhere,Rita Ora,dance pop,3462867,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215064,4
"Bailamos - From ""Wild Wild West""",Enrique Iglesias,dance pop,212693,0.629,0.885,7,-4.508,1,0.0384,0.0532,0.00252,0.105,0.567,99.881,212693,4
Bailando - English Version,Enrique Iglesias,dance pop,14402508,0.719,0.844,7,-3.529,1,0.103,0.0793,0,0.0551,0.941,90.951,243240,4
Beautiful Girls,Sean Kingston,dance pop,225373,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373,4
i miss u (with Au/Ra),Jax Jones,dance pop,1052669,0.668,0.726,9,-7.512,1,0.0468,0.0387,0,0.134,0.453,124.075,172143,4
Boss Bitch,Doja Cat,dance pop,134154,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,4
Break My Heart,Dua Lipa,dance pop,949746,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
Calling On Me,Sean Paul,dance pop,2087555,0.623,0.891,7,-4.419,0,0.0653,0.016,0,0.329,0.641,99.987,218557,4
Chammak Challo,Akon,dance pop,485526,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,227091,4
Chasing Stars (feat. James Bay),Alesso,dance pop,1295411,0.594,0.64,10,-6.865,1,0.033,0.0169,0,0.135,0.492,92.871,170457,4
Chasing Stars (feat. James Bay) [VIP Mix],Alesso,dance pop,733473,0.728,0.78,7,-6.923,0,0.09,0.0298,0.00758,0.126,0.233,121.991,169180,4
Club Can't Handle Me,Flo Rida,dance pop,232132,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,234560,4
Cold Water,Major Lazer,dance pop,105525,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,4
Criminal,Britney Spears,dance pop,224232,0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,225080,4
Dance with Me Tonight,Olly Murs,dance pop,6290659,0.672,0.748,11,-5.922,0,0.0589,0.305,0,0.0811,0.964,163.984,202227,4
Don't Start Now,Dua Lipa,dance pop,1315721,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,4
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,dance pop,0,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,240347,4
Dynamite,Taio Cruz,dance pop,240505,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,202613,4
Easy,Camila Cabello,dance pop,194686,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686,4
Eenie Meenie,Sean Kingston,dance pop,560329,0.734,0.639,1,-3.241,1,0.0316,0.0348,0,0.102,0.836,121.212,201653,4
Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,665105,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
"Happy - From ""Despicable Me 2""",Pharrell Williams,dance pop,935467,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4
Harder (with Bebe Rexha),Jax Jones,dance pop,216347,0.906,0.833,5,-3.027,0,0.0729,0.0899,0,0.154,0.752,104.017,159760,4
Head & Heart (feat. MNEK),Joel Corry,dance pop,761622,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
Heart Attack,Enrique Iglesias,dance pop,1643474,0.553,0.892,4,-4.039,1,0.0667,0.0639,0,0.426,0.479,77.01,170147,4
How to Love (feat. Sofia Reyes),Cash Cash,dance pop,499427,0.546,0.89,9,-1.986,0,0.1,0.108,0,0.0816,0.674,150.126,168200,4
I Like It,Enrique Iglesias,dance pop,772543,0.646,0.94,10,-2.856,0,0.0838,0.0209,0,0.0691,0.704,129.011,231787,4
I Will Never Let You Down,Rita Ora,dance pop,9375,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,203467,4
If I Had You,Adam Lambert,dance pop,227370,0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,228240,4
It Will Rain,Bruno Mars,dance pop,99664,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,257720,4
Jealous,Nick Jonas,dance pop,14510,0.7,0.701,11,-3.834,0,0.161,0.013,0,0.461,0.38,93.012,223107,4
Just the Way You Are,Bruno Mars,dance pop,220734,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734,4
Kiss Me More (feat. SZA),Doja Cat,dance pop,417332,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
Lean On,Major Lazer,dance pop,3676,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
Lets Go Home Together (feat. Tom Grennan),Ella Henderson,dance pop,2120633,0.651,0.486,5,-4.437,1,0.0456,0.456,0,0.1,0.307,78.14,208692,4
Levitating,Dua Lipa,dance pop,216783,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4
Levitating (feat. DaBaby),Dua Lipa,dance pop,2425260,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4
Light It Up,Major Lazer,dance pop,3139,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
Light It Up - Remix,Major Lazer,dance pop,187020,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
Like That (feat. Gucci Mane),Doja Cat,dance pop,25541,0.879,0.498,4,-6.027,0,0.18,0.239,0,0.0967,0.405,106.044,163173,4
Love Me Again,John Newman,dance pop,116880,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,4
Love Not War (The Tampa Beat),Jason Derulo,dance pop,192921,0.738,0.85,8,-3.049,1,0.0642,0.105,0,0.23,0.865,98.013,192921,4
Low (feat. T-Pain),Flo Rida,dance pop,231373,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400,4
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,dance pop,4771777,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4
